length_cm,year,pond,station,month
34.1,1999,PJ,PJ2,1
40.2,1999,PJ,PJ2,1
31,1999,PJ,PJ2,1
41.1,1999,PJ,PJ2,1
32.6,1999,PJ,PJ2,1
31,1999,PJ,PJ2,1
40.8,1999,PJ,PJ2,1
41.8,1999,PJ,PJ2,1
41.1,1999,PJ,PJ2,1
43,1999,PJ,PJ2,1
31,1999,PJ,PJ1,1
30,1999,PJ,PJ1,1
42,1999,PJ,PJ1,1
34,1999,PJ,PJ1,1
30,1999,PJ,PJ1,1
36,1999,PJ,PJ1,1
35,1999,PJ,PJ1,1
46,1999,PJ,PJ1,1
48,2001,PJ,PJ2,3
48,1999,PJ,PJ1,1
35,1999,PJ,PJ2,1
32,1999,PJ,PJ1,1
36,1999,PJ,PJ1,1
35,1999,PJ,PJ1,1
36,1999,PJ,PJ1,1
38,1999,PJ,PJ1,1
34,1999,PJ,PJ1,1
38,1999,PJ,PJ1,1
34,1999,PJ,PJ2,1
34,1999,PJ,PJ3,2
31,1999,PJ,PJ2,1
39,1999,PJ,PJ2,1
43,1999,PJ,PJ2,1
33,1999,PJ,PJ2,1
38,1999,PJ,PJ2,1
32,1999,PJ,PJ2,1
34,1999,PJ,PJ2,1
31,1999,PJ,PJ2,1
38,1999,PJ,PJ2,1
32,1999,PJ,PJ2,1
38,1999,PJ,PJ2,1
45,1999,PJ,PJ2,1
32,1999,PJ,PJ2,1
37,1999,PJ,PJ2,1
38,1999,PJ,PJ2,1
34,1999,PJ,PJ2,1
36,1999,PJ,PJ2,1
36,1999,PJ,PJ2,1
33,1999,PJ,PJ2,1
34,1999,PJ,PJ2,1
37,1999,PJ,PJ2,1
39,1999,PJ,PJ2,1
39,2000,PJ,PJ1,2
44,2000,PJ,PJ1,2
45,2000,PJ,PJ1,2
37,2000,PJ,PJ1,2
37,2000,PJ,PJ2,3
33,2000,PJ,PJ1,2
34,2000,PJ,PJ1,2
41,2000,PJ,PJ2,2
34,2000,PJ,PJ2,2
33,2000,PJ,PJ2,2
32,2000,PJ,PJ2,2
28,2000,PJ,PJ2,2
32,2000,PJ,PJ2,2
30,2000,PJ,PJ2,2
46,2000,PJ,PJ2,2
37,2000,PJ,PJ2,2
39,2001,PJ,PJ2,2
35,2000,PJ,PJ2,2
32,2000,PJ,PJ2,2
38,2000,PJ,PJ2,2
35,2000,PJ,PJ2,2
38,2000,PJ,PJ2,2
32,2000,PJ,PJ2,2
36,2001,PJ,PJ2,2
36,2002,PJ,PJ2,1
35,2000,PJ,PJ2,2
32,2000,PJ,PJ2,2
34,2000,PJ,PJ2,2
41,2000,PJ,PJ2,2
37,2000,PJ,PJ2,2
42,2000,PJ,PJ2,2
36,2000,PJ,PJ2,2
36,2000,PJ,PJ2,2
32,2000,PJ,PJ2,2
33,2000,PJ,PJ2,2
36,2000,PJ,PJ3,2
36,2000,PJ,PJ2,2
34,2000,PJ,PJ2,2
33,2000,PJ,PJ2,2
30,2000,PJ,PJ1,2
32,2000,PJ,PJ1,2
39,2000,PJ,PJ1,2
37,2000,PJ,PJ1,2
40,2000,PJ,PJ1,2
40,2000,PJ,PJ3,2
39,2000,PJ,PJ1,2
40,2001,PJ,PJ2,3
33,2000,PJ,PJ1,2
30,2000,PJ,PJ1,2
34,2000,PJ,PJ1,2
39,2000,PJ,PJ1,2
44,2000,PJ,PJ1,2
41,2000,PJ,PJ2,2
34,2000,PJ,PJ2,2
37,2000,PJ,PJ2,2
35,2000,PJ,PJ2,2
40,2000,PJ,PJ2,2
48,2000,PJ,PJ2,2
39,2000,PJ,PJ2,2
30,2000,PJ,PJ2,2
34,2000,PJ,PJ2,2
36,2000,PJ,PJ2,2
40,2000,PJ,PJ2,2
37,2000,PJ,PJ2,2
38,2000,PJ,PJ2,2
47,2000,PJ,PJ2,2
32,2000,PJ,PJ2,2
40,2000,PJ,PJ2,2
39,2000,PJ,PJ2,2
38,2000,PJ,PJ2,2
34,2000,PJ,PJ2,2
29,2000,PJ,PJ2,2
36,2000,PJ,PJ2,2
35,2000,PJ,PJ2,2
35,2000,PJ,PJ2,3
33,2000,PJ,PJ2,2
33,2000,PJ,PJ2,2
38,2000,PJ,PJ3,2
39,2000,PJ,PJ3,2
36,2000,PJ,PJ3,2
34,2000,PJ,PJ3,2
32,2000,PJ,PJ3,2
31,2000,PJ,PJ3,2
37,2000,PJ,PJ3,2
32,2000,PJ,PJ3,2
31,2000,PJ,PJ3,2
34,2001,PJ,PJ2,3
34,2000,PJ,PJ3,2
32,2000,PJ,PJ3,2
30,2000,PJ,PJ3,2
31,2000,PJ,PJ3,2
41,2000,PJ,PJ3,2
41,2000,PJ,PJ3,2
29,2000,PJ,PJ3,2
32,2000,PJ,PJ3,2
40,2000,PJ,PJ3,2
31,2000,PJ,PJ3,2
38,2000,PJ,PJ3,2
35,2000,PJ,PJ3,2
38,2000,PJ,PJ3,2
38,2000,PJ,PJ3,2
31,2000,PJ,PJ3,2
41,2000,PJ,PJ3,2
31,2000,PJ,PJ3,2
36,2000,PJ,PJ2,2
37,2000,PJ,PJ2,2
42,2000,PJ,PJ3,3
42,2000,PJ,PJ2,2
36,2002,PJ,PJ2,2
36,2000,PJ,PJ2,2
40,2000,PJ,PJ2,2
35,2000,PJ,PJ2,2
35,2000,PJ,PJ2,2
36,2000,PJ,PJ2,2
32,2000,PJ,PJ2,2
35,2000,PJ,PJ2,2
34,2000,PJ,PJ2,2
34,2000,PJ,PJ2,2
30,2000,PJ,PJ2,2
40,2000,PJ,PJ2,2
36,2000,PJ,PJ2,2
30,2000,PJ,PJ2,2
32,2000,PJ,PJ2,2
34,2000,PJ,PJ2,2
31,2000,PJ,PJ2,2
35,2000,PJ,PJ2,2
32,2000,PJ,PJ2,2
38,2000,PJ,PJ2,2
31,2000,PJ,PJ2,2
36,2000,PJ,PJ2,2
36,2002,PJ,PJ2,1
36,2002,PJ,PJ3,1
33,2000,PJ,PJ2,2
35,2000,PJ,PJ3,3
36,2000,PJ,PJ3,3
38,2001,PJ,PJ2,2
36,2000,PJ,PJ3,3
33,2000,PJ,PJ3,3
34,2000,PJ,PJ3,3
34,2000,PJ,PJ3,3
31,2000,PJ,PJ3,3
35,2000,PJ,PJ3,3
33,2000,PJ,PJ3,3
31,2000,PJ,PJ3,3
34,2000,PJ,PJ3,3
32,2000,PJ,PJ3,3
32,2000,PJ,PJ3,3
29,2000,PJ,PJ3,3
30,2000,PJ,PJ3,3
30,2000,PJ,PJ3,3
28,2000,PJ,PJ3,3
30,2000,PJ,PJ3,3
33,2000,PJ,PJ2,3
34,2000,PJ,PJ2,3
32,2000,PJ,PJ2,3
33,2000,PJ,PJ2,3
31,2000,PJ,PJ2,3
34,2000,PJ,PJ2,3
33,2000,PJ,PJ2,3
33,2000,PJ,PJ2,3
29,2000,PJ,PJ2,3
29,2000,PJ,PJ2,3
31,2000,PJ,PJ2,3
31,2000,PJ,PJ3,3
34,2000,PJ,PJ3,3
34,2000,PJ,PJ3,3
31,2000,PJ,PJ3,3
28,2000,PJ,PJ3,3
27,2000,PJ,PJ3,3
29,2000,PJ,PJ3,3
27,2000,PJ,PJ3,3
29,2000,PJ,PJ3,3
32,2000,PJ,PJ2,3
32,2000,PJ,PJ2,3
33,2000,PJ,PJ2,3
32,2000,PJ,PJ2,3
27,2000,PJ,PJ2,3
28,2000,PJ,PJ2,3
33,2000,PJ,PJ2,3
28,2000,PJ,PJ2,3
30,2000,PJ,PJ2,3
32,2000,PJ,PJ2,3
32,2000,PJ,PJ2,3
31,2000,PJ,PJ2,3
31,2000,PJ,PJ2,3
27,2000,PJ,PJ3,3
31,2000,PJ,PJ3,3
32,2000,PJ,PJ3,3
32,2000,PJ,PJ3,3
27,2000,PJ,PJ3,3
32,2000,PJ,PJ2,3
27,2000,PJ,PJ2,3
32,2000,PJ,PJ2,3
31,2000,PJ,PJ2,3
30,2000,PJ,PJ2,3
30,2000,PJ,PJ2,3
31,2000,PJ,PJ2,3
30,2000,PJ,PJ2,3
28,2000,PJ,PJ2,3
28,2000,PJ,PJ2,3
33,2000,PJ,PJ2,3
34,2001,PJ,PJ3,3
31,2000,PJ,PJ2,3
33,2000,PJ,PJ3,3
32,2000,PP,PP1,3
33,2000,PP,PP3,3
31,2000,PP,PP3,3
31,2000,PP,PP1,3
29,2000,PP,PP1,3
32,2000,PP,PP1,3
33,2000,PP,PP1,3
32,2000,PP,PP2,3
32,2000,PP,PP3,3
30,2000,PP,PP3,3
31,2000,PP,PP4,3
33,2000,PP,PP4,3
32,2000,PP,PP4,3
39,2001,PJ,PJ1,2
36,2001,PJ,PJ1,2
37,2001,PJ,PJ1,2
34,2001,PJ,PJ1,2
37,2001,PJ,PJ1,2
34,2001,PJ,PJ1,2
41,2001,PJ,PJ1,2
41,2001,PJ,PJ1,2
38,2001,PJ,PJ1,2
34,2001,PJ,PJ1,2
31,2001,PJ,PJ1,2
44,2001,PJ,PJ1,2
38,2001,PJ,PJ1,2
36,2001,PJ,PJ1,2
45,2001,PJ,PJ1,2
40,2001,PJ,PJ1,2
46,2001,PJ,PJ1,2
43,2001,PJ,PJ1,2
37,2001,PJ,PJ1,2
33,2001,PJ,PJ2,2
31,2001,PJ,PJ2,2
33,2001,PJ,PJ2,2
40,2001,PJ,PJ2,2
42,2001,PJ,PJ2,2
38,2001,PJ,PJ2,2
41,2001,PJ,PJ2,2
34,2001,PJ,PJ2,2
40,2001,PJ,PJ2,2
35,2001,PJ,PJ2,2
39,2001,PJ,PJ2,2
35,2001,PJ,PJ1,2
35,2001,PJ,PJ1,2
40,2001,PJ,PJ1,2
43,2001,PJ,PJ1,2
28,2001,PJ,PJ1,2
37,2001,PJ,PJ1,2
38,2001,PJ,PJ1,2
39,2001,PJ,PJ1,2
37,2001,PJ,PJ1,2
39,2001,PJ,PJ1,2
34,2001,PJ,PJ1,2
30,2001,PJ,PJ1,2
28,2001,PJ,PJ1,2
35,2001,PJ,PJ2,2
35,2002,PJ,PJ3,2
38,2001,PJ,PJ2,2
39,2001,PJ,PJ2,2
41,2001,PJ,PJ2,2
42,2001,PJ,PJ2,2
36,2001,PJ,PJ2,2
37,2001,PJ,PJ2,2
37,2001,PJ,PJ2,2
33,2001,PJ,PJ2,2
30,2001,PJ,PJ2,2
33,2001,PJ,PJ2,2
32,2001,PJ,PJ2,2
37,2001,PJ,PJ2,2
41,2001,PJ,PJ2,2
36,2001,PJ,PJ2,2
36,2001,PJ,PJ2,2
38,2001,PJ,PJ2,2
41,2002,PJ,PJ2,2
39,2001,PJ,PJ2,2
34,2001,PJ,PJ2,2
34,2001,PJ,PJ2,2
33,2001,PJ,PJ2,2
42,2001,PJ,PJ2,2
43,2001,PJ,PJ2,2
35,2001,PJ,PJ2,2
32,2001,PJ,PJ2,2
37,2001,PJ,PJ2,2
30,2001,PJ,PJ2,2
36,2001,PJ,PJ2,2
34,2001,PJ,PJ1,2
27,2001,PJ,PJ1,3
30,2001,PJ,PJ1,2
36,2001,PJ,PJ1,2
31,2001,PJ,PJ1,2
41,2001,PJ,PJ1,2
37,2001,PJ,PJ1,2
34,2001,PJ,PJ1,2
33,2001,PJ,PJ1,2
35,2001,PJ,PJ1,2
36,2001,PJ,PJ1,2
38,2001,PJ,PJ2,2
38,2001,PJ,PJ2,2
34,2001,PJ,PJ2,2
38,2001,PJ,PJ2,2
36,2001,PJ,PJ2,2
39,2001,PJ,PJ2,2
30,2001,PJ,PJ2,2
36,2001,PJ,PJ2,2
38,2001,PJ,PJ2,2
37,2001,PJ,PJ2,2
34,2001,PJ,PJ2,2
34,2001,PJ,PJ2,2
36,2001,PJ,PJ2,2
30,2001,PJ,PJ2,2
43,2001,PJ,PJ2,2
41,2001,PJ,PJ2,2
41,2001,PJ,PJ2,2
38,2001,PJ,PJ2,2
40,2001,PJ,PJ2,2
30,2001,PJ,PJ2,2
40,2001,PJ,PJ2,2
35,2001,PJ,PJ2,2
36,2001,PJ,PJ2,2
33,2001,PJ,PJ2,2
31,2001,PJ,PJ2,2
41,2001,PJ,PJ2,2
35,2001,PJ,PJ2,2
35,2002,PJ,PJ2,3
35,2001,PJ,PJ2,2
33,2001,PJ,PJ2,2
38,2001,PJ,PJ2,2
43,2001,PJ,PJ2,2
34,2001,PJ,PJ2,2
36,2001,PJ,PJ2,2
40,2001,PJ,PJ2,2
33,2001,PJ,PJ2,2
35,2001,PJ,PJ2,2
41,2001,PJ,PJ2,2
39,2001,PJ,PJ2,2
37,2001,PJ,PJ2,2
34,2001,PJ,PJ2,2
38,2001,PJ,PJ2,2
39,2001,PJ,PJ2,2
36,2001,PJ,PJ2,2
32,2001,PJ,PJ2,2
41,2001,PJ,PJ2,2
33,2001,PJ,PJ2,2
37,2001,PJ,PJ2,2
41,2001,PJ,PJ2,2
38,2001,PJ,PJ2,2
38,2001,PJ,PJ2,2
34,2001,PJ,PJ2,2
36,2001,PJ,PJ2,2
44,2001,PJ,PJ2,2
38,2001,PJ,PJ2,2
30,2001,PJ,PJ2,2
30,2001,PJ,PJ1,2
38,2002,PJ,PJ3,2
38,2001,PJ,PJ1,2
41,2001,PJ,PJ1,2
42,2001,PJ,PJ1,2
34,2001,PJ,PJ1,2
31,2001,PJ,PJ1,2
33,2001,PJ,PJ1,2
39,2001,PJ,PJ1,2
43,2001,PJ,PJ1,2
44,2001,PJ,PJ1,2
45,2002,PJ,PJ2,2
37,2001,PJ,PJ1,2
37,2001,PJ,PJ1,2
37,2001,PJ,PJ1,2
30,2001,PJ,PJ1,2
34,2001,PJ,PJ1,2
37,2001,PJ,PJ1,2
35,2001,PJ,PJ1,2
30,2001,PJ,PJ1,2
39,2001,PJ,PJ2,2
45,2001,PJ,PJ2,2
40,2001,PJ,PJ2,2
36,2001,PJ,PJ2,2
36,2002,PJ,PJ2,2
32,2001,PJ,PJ2,2
31,2001,PJ,PJ2,2
35,2001,PJ,PJ2,2
38,2001,PJ,PJ2,2
31,2001,PJ,PJ2,2
35,2001,PJ,PJ2,2
42,2001,PJ,PJ2,2
41,2001,PJ,PJ2,3
41,2001,PJ,PJ2,2
31,2001,PJ,PJ2,2
34,2001,PJ,PJ2,2
41,2001,PJ,PJ2,2
38,2001,PJ,PJ2,2
35,2001,PJ,PJ2,2
37,2002,PJ,PJ2,3
37,2001,PJ,PJ2,2
35,2001,PJ,PJ2,2
36,2001,PJ,PJ2,2
34,2001,PJ,PJ1,2
41,2001,PJ,PJ1,2
36,2001,PJ,PJ1,2
43,2001,PJ,PJ1,2
32,2001,PJ,PJ1,2
40,2001,PJ,PJ1,2
45,2001,PJ,PJ1,2
40,2001,PJ,PJ1,2
36,2001,PJ,PJ1,2
40,2002,PJ,PJ2,2
39,2001,PJ,PJ1,2
32,2001,PJ,PJ1,2
30,2001,PJ,PJ1,2
38,2001,PJ,PJ1,2
43,2001,PJ,PJ1,2
39,2001,PJ,PJ2,3
34,2001,PJ,PJ2,3
34,2001,PJ,PJ2,3
36,2001,PJ,PJ2,3
36,2001,PJ,PJ2,3
43,2001,PJ,PJ2,3
44,2001,PJ,PJ1,3
36,2001,PJ,PJ2,3
37,2001,PJ,PJ2,3
38,2001,PJ,PJ2,3
34,2001,PJ,PJ2,3
35,2001,PJ,PJ2,3
37,2001,PJ,PJ2,3
34,2001,PJ,PJ2,3
33,2001,PJ,PJ2,3
40,2001,PJ,PJ1,3
43,2001,PJ,PJ1,3
36,2001,PJ,PJ1,3
42,2001,PJ,PJ1,3
37,2001,PJ,PJ1,3
43,2001,PJ,PJ1,3
41,2001,PJ,PJ2,3
40,2001,PJ,PJ2,3
38,2001,PJ,PJ2,3
37,2001,PJ,PJ2,3
39,2001,PJ,PJ2,3
34,2001,PJ,PJ2,3
38,2001,PJ,PJ2,3
44,2001,PJ,PJ2,3
38,2001,PJ,PJ2,3
27,2001,PJ,PJ2,3
31,2001,PJ,PJ2,3
38,2001,PJ,PJ2,3
36,2001,PJ,PJ2,3
44,2001,PJ,PJ2,3
43,2001,PJ,PJ2,3
36,2001,PJ,PJ2,3
34,2001,PJ,PJ2,3
36,2001,PJ,PJ2,3
38,2001,PJ,PJ2,3
34,2001,PJ,PJ2,3
39,2001,PJ,PJ2,3
38,2001,PJ,PJ2,3
39,2001,PJ,PJ2,3
35,2001,PJ,PJ2,3
35,2001,PJ,PJ2,3
34,2001,PJ,PJ2,3
28,2001,PJ,PJ2,3
40,2001,PJ,PJ2,3
36,2001,PJ,PJ2,3
43,2001,PJ,PJ2,3
36,2001,PJ,PJ2,3
32,2001,PJ,PJ2,3
33,2001,PJ,PJ2,3
42,2001,PJ,PJ2,3
34,2001,PJ,PJ2,3
40,2001,PJ,PJ2,3
36,2001,PJ,PJ2,3
34,2001,PJ,PJ3,3
36,2001,PJ,PJ3,3
38,2001,PJ,PJ3,3
33,2001,PJ,PJ3,3
38,2001,PJ,PJ3,3
37,2001,PJ,PJ3,3
39,2001,PJ,PJ3,3
32,2001,PJ,PJ3,3
39,2001,PJ,PJ3,3
30,2001,PJ,PJ3,3
40,2001,PJ,PJ3,3
36,2001,PJ,PJ3,3
43,2001,PJ,PJ3,3
34,2001,PJ,PJ3,3
32,2001,PJ,PJ3,3
41,2001,PJ,PJ3,3
41,2001,PJ,PJ3,3
44,2001,PJ,PJ3,3
33,2001,PJ,PJ3,3
34,2001,PJ,PJ3,3
42,2001,PJ,PJ3,3
41,2001,PJ,PJ3,3
29,2001,PJ,PJ3,3
37,2001,PJ,PJ3,3
37,2001,PJ,PJ3,3
42,2001,PJ,PJ3,3
36,2001,PJ,PJ3,3
38,2001,PJ,PJ2,3
40,2001,PJ,PJ2,3
41,2001,PJ,PJ2,3
40,2001,PJ,PJ2,3
36,2001,PJ,PJ2,3
36,2001,PJ,PJ2,3
31,2001,PJ,PJ2,3
41,2001,PJ,PJ2,3
37,2001,PJ,PJ2,3
30,2001,PJ,PJ2,3
41,2001,PJ,PJ2,3
30,2001,PJ,PJ2,3
31,2001,PJ,PJ2,3
42,2001,PJ,PJ2,3
43,2001,PJ,PJ2,3
38,2001,PJ,PJ2,3
38,2001,PJ,PJ2,3
37,2001,PJ,PJ2,3
38,2001,PJ,PJ2,3
43,2001,PJ,PJ2,3
31,2001,PJ,PJ2,3
40,2001,PJ,PJ2,3
39,2001,PJ,PJ2,3
38,2001,PJ,PJ2,3
45,2001,PJ,PJ2,3
43,2001,PJ,PJ2,3
40,2001,PJ,PJ2,3
39,2001,PJ,PJ2,3
39,2001,PJ,PJ2,3
32,2001,PJ,PJ2,3
28,2001,PJ,PJ2,3
43,2001,PJ,PJ2,3
29,2001,PJ,PJ2,3
39,2001,PJ,PJ2,3
40,2001,PJ,PJ2,3
42,2001,PJ,PJ2,3
34,2001,PJ,PJ2,3
38,2001,PJ,PJ2,3
33,2001,PJ,PJ2,3
43,2001,PJ,PJ2,4
39,2001,PJ,PJ2,3
38,2001,PJ,PJ2,4
37,2001,PJ,PJ2,4
36,2001,PJ,PJ2,4
33,2001,PJ,PJ2,3
43,2002,PJ,PJ2,2
44,2001,PJ,PJ2,3
30,2001,PJ,PJ2,4
40,2001,PJ,PJ2,4
37,2001,PJ,PJ2,4
37,2001,PJ,PJ2,4
35,2001,PJ,PJ2,4
41,2001,PJ,PJ2,4
40,2001,PJ,PJ2,4
34,2001,PJ,PJ2,4
37,2001,PJ,PJ2,4
38,2001,PJ,PJ2,3
45,2001,PJ,PJ2,4
39,2001,PJ,PJ2,4
41,2001,PJ,PJ2,4
41,2001,PJ,PJ2,4
33,2001,PJ,PJ2,4
38,2001,PJ,PJ2,4
32,2001,PJ,PJ2,4
33,2001,PJ,PJ2,4
31,2001,PJ,PJ2,4
43,2002,PJ,PJ3,1
36,2001,PJ,PJ2,3
37,2001,PJ,PJ2,3
41,2002,PJ,PJ3,1
39,2002,PJ,PJ3,1
40,2002,PJ,PJ3,1
33,2001,PJ,PJ2,3
34,2002,PJ,PJ3,1
39,2002,PJ,PJ3,1
34,2002,PJ,PJ3,1
32,2002,PJ,PJ3,1
33,2002,PJ,PJ3,1
29,2002,PJ,PJ3,1
40,2001,PJ,PJ2,3
31,2002,PJ,PJ3,1
29,2002,PJ,PJ3,1
32,2002,PJ,PJ3,1
41,2002,PJ,PJ2,1
31,2001,PJ,PJ2,3
35,2002,PJ,PJ2,1
38,2002,PJ,PJ2,1
40,2002,PJ,PJ2,1
39,2002,PJ,PJ2,1
41,2002,PJ,PJ2,1
39,2002,PJ,PJ2,1
40,2001,PJ,PJ2,3
38,2001,PJ,PJ2,3
34,2002,PJ,PJ2,1
37,2002,PJ,PJ2,1
37,2002,PJ,PJ3,1
36,2002,PJ,PJ3,1
47.5,2002,PJ,PJ3,1
41.5,2002,PJ,PJ3,1
28,2002,PJ,PJ3,1
32,2002,PJ,PJ3,1
41,2002,PJ,PJ3,1
38,2001,PJ,PJ2,3
43,2002,PJ,PJ3,1
40,2002,PJ,PJ3,1
45,2002,PJ,PJ3,1
38,2002,PJ,PJ3,1
30,2002,PJ,PJ3,1
30,2002,PJ,PJ3,1
30,2001,PJ,PJ2,3
40,2002,PJ,PJ3,1
41,2002,PJ,PJ3,1
31,2002,PJ,PJ3,1
38,2002,PJ,PJ3,1
36,2002,PJ,PJ3,1
39,2002,PJ,PJ2,1
34,2002,PJ,PJ2,1
40,2002,PJ,PJ2,1
43,2002,PJ,PJ2,1
38,2002,PJ,PJ2,1
34,2001,PJ,PJ2,3
35,2002,PJ,PJ3,2
30,2002,PJ,PJ3,2
39,2002,PJ,PJ3,2
37,2002,PJ,PJ3,2
37,2002,PJ,PJ3,2
37,2002,PJ,PJ3,2
42,2002,PJ,PJ3,2
35,2002,PJ,PJ3,2
38,2002,PJ,PJ3,2
37,2002,PJ,PJ3,2
43,2002,PJ,PJ3,2
40,2002,PJ,PJ2,2
33,2002,PJ,PJ2,2
33,2002,PJ,PJ2,2
41,2002,PJ,PJ2,2
48,2002,PJ,PJ2,2
44,2002,PJ,PJ2,2
44,2002,PJ,PJ2,2
40,2002,PJ,PJ2,2
43,2002,PJ,PJ2,2
37,2002,PJ,PJ3,2
35,2002,PJ,PJ3,2
29,2002,PJ,PJ3,2
41,2002,PJ,PJ3,2
35,2002,PJ,PJ3,2
36,2002,PJ,PJ3,2
35,2002,PJ,PJ3,2
35,2002,PJ,PJ3,2
33,2002,PJ,PJ3,2
33,2002,PJ,PJ3,2
33,2002,PJ,PJ3,2
41,2002,PJ,PJ3,2
35,2002,PJ,PJ3,2
38,2002,PJ,PJ3,2
36,2002,PJ,PJ3,2
37,2002,PJ,PJ3,2
38,2002,PJ,PJ2,2
41,2002,PJ,PJ2,2
30,2002,PJ,PJ2,2
37,2002,PJ,PJ2,2
31,2002,PJ,PJ2,2
39,2002,PJ,PJ2,2
32,2002,PJ,PJ2,2
33,2002,PJ,PJ2,2
37,2002,PJ,PJ2,2
36,2002,PJ,PJ2,2
34,2002,PJ,PJ2,2
39,2002,PJ,PJ2,2
43,2002,PJ,PJ2,2
40,2002,PJ,PJ2,2
37,2002,PJ,PJ2,2
39,2002,PJ,PJ2,2
37,2002,PJ,PJ2,2
37,2002,PJ,PJ2,2
40,2002,PJ,PJ3,2
34,2002,PJ,PJ3,2
38,2002,PJ,PJ3,2
35,2002,PJ,PJ3,2
34,2002,PJ,PJ2,2
37,2002,PJ,PJ2,2
36,2002,PJ,PJ2,2
37,2002,PJ,PJ2,2
33,2002,PJ,PJ2,2
43,2002,PJ,PJ2,2
37,2002,PJ,PJ2,2
35,2002,PJ,PJ2,2
41,2002,PJ,PJ2,2
31,2002,PJ,PJ2,2
34,2002,PJ,PJ2,2
36,2002,PJ,PJ2,2
40,2002,PJ,PJ2,2
37,2002,PJ,PJ2,2
39,2002,PJ,PJ2,2
31,2002,PJ,PJ2,2
41,2002,PJ,PJ2,2
29,2002,PJ,PJ2,2
33,2002,PJ,PJ2,2
39,2002,PJ,PJ2,2
39,2002,PJ,PJ2,2
38,2002,PJ,PJ2,2
36,2002,PJ,PJ2,2
37,2002,PJ,PJ2,2
39,2002,PJ,PJ2,2
37,2002,PJ,PJ3,2
44,2002,PJ,PJ3,2
45.5,2002,PJ,PJ3,2
32,2002,PJ,PJ3,2
32,2002,PJ,PJ3,2
36,2002,PJ,PJ3,2
34,2002,PJ,PJ3,2
42,2002,PJ,PJ2,3
40,2002,PJ,PJ2,3
30,2002,PJ,PJ2,3
38,2002,PJ,PJ3,3
39,2002,PJ,PJ3,3
40,2002,PJ,PJ3,3
44,2002,PJ,PJ3,3
42,2002,PJ,PJ3,3
37,2002,PJ,PJ3,3
36,2002,PJ,PJ3,3
29.5,2002,PJ,PJ3,3
43,2002,PJ,PJ3,3
34,2002,PJ,PJ3,3
40,2002,PJ,PJ3,3
41,2002,PJ,PJ3,3
32,2002,PJ,PJ3,3
32.5,2002,PJ,PJ3,3
29,2002,PJ,PJ2,3
41,2002,PJ,PJ2,3
35,2002,PJ,PJ2,3
39,2002,PJ,PJ2,3
36,2002,PJ,PJ2,3
38,2002,PJ,PJ2,3
38,2002,PJ,PJ2,3
30,2002,PJ,PJ2,3
29,2002,PJ,PJ2,3
40,2002,PJ,PJ2,3
32,2002,PJ,PJ2,3
29,2002,PJ,PJ2,3
41,2002,PJ,PJ2,3
36,2002,PJ,PJ2,3
35,2002,PJ,PJ2,3
31,2002,PJ,PJ2,3
31,2002,PJ,PJ2,3
42,2002,PJ,PJ2,3
37.5,2019,PP,PP1,3
40,2019,PP,PP1,3
38,2019,NP,NP1,3
37.6,2019,NP,NP1,3
39.5,2019,NP,NP1,3
41,2020,NP,NP1,3
38.2,2019,NP,NP1,3
40,2019,PP,PP1,3
44,2019,PP,PP1,4
44.3,2021,PP,PP1,3
35.9,2019,NP,NP1,4
41.5,2019,NP,NP1,4
38.2,2019,NP,NP1,4
38.5,2019,NP,NP1,4
34.9,2019,NP,NP1,4
46,2019,NP,NP1,4
37.7,2019,NP,NP1,4
40,2019,NP,NP1,4
40.3,2019,NP,NP1,4
38.3,2019,NP,NP1,4
38,2019,NP,NP1,4
37.1,2019,NP,NP1,4
45.7,2020,NP,NP1,3
43.5,2019,NP,NP1,4
30.7,2020,PJ,PJ6,1
36.5,2020,PP,PP1,1
41.1,2020,PP,PP1,1
48.8,2020,PP,PP1,1
36.3,2020,PP,PP1,1
45.1,2020,PP,PP1,1
34.4,2020,PP,PP1,1
29.9,2020,PP,PP1,1
31.9,2020,PJ,PJ6,2
41.2,2020,NP,NP2,2
43.6,2020,NP,NP2,2
31.8,2020,NP,NP2,2
34.6,2020,NP,NP2,2
32,2020,NP,NP2,2
35.2,2020,PJ,PJ2,2
33,2020,PP,PP1,2
31.4,2020,NP,NP2,2
35,2004,PJ,PJ1,2
45,2004,PJ,PJ1,2
37,2004,PJ,PJ1,2
30,2004,PJ,PJ1,2
44,2004,PJ,PJ1,3
32,2004,PJ,PJ6,3
32,2004,PJ,PJ6,3
31,2004,PJ,PJ6,3
30,2004,PJ,PJ6,3
37,2004,PJ,PJ6,3
33,2004,PJ,PJ1,3
42,2004,PJ,PJ1,3
29,2004,PJ,PJ1,3
36,2004,PJ,PJ6,3
30,2004,PJ,PJ6,3
37,2004,PJ,PJ6,3
36,2004,PJ,PJ1,3
37,2004,PJ,PJ1,3
40,2004,PJ,PJ1,3
31,2004,PJ,PJ1,3
44,2004,PJ,PJ1,3
32,2004,PJ,PJ1,3
38,2004,PJ,PJ1,3
34,2004,PJ,PJ2,4
38,2004,PJ,PJ2,4
38,2004,PJ,PJ3,4
35,2004,PJ,PJ3,4
34,2004,PJ,PJ3,4
39,2004,PJ,PJ3,4
36,2004,PJ,PJ3,4
42,2004,PJ,PJ3,4
38,2004,PJ,PJ3,4
37,2004,PJ,PJ3,4
39,2004,PJ,PJ1,4
32,2004,PJ,PJ1,4
40,2004,PJ,PJ1,4
